"","country","survey","year","obs","admin_level","admin1","admin1_num","urban","fever","access","formal","hcnobeds","hcbeds","opd","chw","test","fline","othrantimal","compl_f","compl_i","eff_cov","scaling","imputed"
"29","kenya","KEKR8BFL2022.DTA",2022,347,"region","nandi",29,0.0829632161601028,0.132404579911428,0.725221920083478,0.916862867933444,0.51751690519651,0.255281631198015,0.227201463605475,0,0.3652573501662,0.223000906698405,0.0445791190334188,0.847490514537521,0.677992411630017,0.579646745649291,0.799268099318578,TRUE
"30","kenya","KEKR8BFL2022.DTA",2022,430,"region","baringo",30,0.118609578948768,0.174487431791513,0.853110358025051,0.958432247456155,0.5877013610202,0.223856738675819,0.188441900303982,0,0.415392641704496,0.223000906698405,0.0445791190334188,0.840385515803539,0.672308412642832,0.691288287925602,0.810315197116975,TRUE
"31","kenya","KEKR8BFL2022.DTA",2022,272,"region","laikipia",31,0.350058631672477,0.0902708049970098,0.778749323056924,0.9525133339904,0.548035973416138,0.288969485872876,0.162994540710987,0,0.176676151383705,0.223000906698405,0.0445791190334188,0.841389888494831,0.673111910795865,0.62980534079079,0.808739503385422,TRUE
"32","kenya","KEKR8BFL2022.DTA",2022,408,"region","nakuru",32,0.579320201666396,0.196247882513564,0.661857538024636,0.921623475796764,0.276465402758201,0.362207927098511,0.361326670143287,0,0.221056328161198,0.0387567803739733,0.087687601472065,0.311393665188338,0.24911493215067,0.405815141806711,0.613145757949509,TRUE
"33","kenya","KEKR8BFL2022.DTA",2022,545,"region","narok",33,0.0633430612066002,0.107955687432971,0.592709049795234,0.78729119644553,0.425286136498025,0.260183716701549,0.314530146800425,0,0.43271687677042,0.0222150435246127,0.130825759760374,0.151607292230499,0.121285833784399,0.304051660963362,0.512986365010632,TRUE
"34","kenya","KEKR8BFL2022.DTA",2022,415,"region","kajiado",34,0.575465621360077,0.210641925906763,0.601315836745182,0.941009979361835,0.521614545865076,0.320389442561562,0.157996011573363,0,0.332536923292704,0.046581937784905,0.0941101429524092,0.335044252080669,0.268035401664535,0.377499230349766,0.627788605058372,TRUE
"35","kenya","KEKR8BFL2022.DTA",2022,390,"region","kericho",35,0.118693324500697,0.0466766327485223,0.480983992246226,1,0.617228374877368,0.147771135088152,0.235000490034481,0,0.389742984339686,0.223000906698405,0.0445791190334188,0.833398928371069,0.666719142696855,0.395083266661216,0.821406269294228,TRUE
"36","kenya","KEKR8BFL2022.DTA",2022,391,"region","bomet",36,0.0270929005993744,0.208729943934382,0.670432259568403,0.691126741748623,0.620254494372838,0.379745505627162,0,0,0.119270145719514,0.223000906698405,0.0445791190334188,0.888271596836476,0.710617277469181,0.496190233703626,0.740104949638094,TRUE
"37","kenya","KEKR8BFL2022.DTA",2022,384,"region","kakamega",37,0.117377655256053,0.235753497920752,0.721941221974982,0.7358122663665,0.50668581661417,0.117744747400638,0.352301880017893,0.0232675559672989,0.492924945135765,0.3474645752326,0.0956923298762498,0.741482174547263,0.937028375614224,0.536700019431555,0.743412348672,FALSE
"38","kenya","KEKR8BFL2022.DTA",2022,311,"region","vihiga",38,0.122116930679243,0.161949395803382,0.642393188388372,0.77865814254914,0.686933208036684,0.184365129275119,0.128701662688198,0,0.382761059761761,0.223000906698405,0.0445791190334188,0.872000992235132,0.697600793788106,0.490065142493578,0.762874126550201,TRUE
"39","kenya","KEKR8BFL2022.DTA",2022,423,"region","bungoma",39,0.133176898831887,0.195579509869796,0.700385866320406,0.801150374716109,0.445709187036344,0.322210588890638,0.232080224073018,0,0.694812985147093,0.629521252413722,0.00769303536000815,0.984884039175231,1,0.580264282082494,0.828492278307971,FALSE
"40","kenya","KEKR8BFL2022.DTA",2022,402,"region","busia",40,0.152512238989309,0.292758916894581,0.850058455960152,0.891383879968642,0.47109787487558,0.140514220775084,0.375678119625355,0.0127097847239804,0.882326063426815,0.652341666915352,0.0337600263675957,0.945142390777737,1,0.711435937130415,0.836925898615807,FALSE
"41","kenya","KEKR8BFL2022.DTA",2022,375,"region","siaya",41,0.117763136618182,0.135727545414885,0.841085418077302,0.838724170295888,0.409638461178591,0.170209801160176,0.344799600330592,0.0753521373306415,0.780207859797713,0.81366804888241,0.011416436745942,0.983363672888762,1,0.703749732909298,0.836716126309798,FALSE
"42","kenya","KEKR8BFL2022.DTA",2022,408,"region","kisumu",42,0.40346940528547,0.193698541827525,0.662529268847762,0.866142868017512,0.823079182512175,0.0952725020464057,0.0561932398233943,0.025455075618025,0.679910831393618,0.340948229033908,0.173767950534787,0.680621662878526,0.544497330302821,0.479864327597487,0.724291514595338,TRUE
"43","kenya","KEKR8BFL2022.DTA",2022,388,"region","homa bay",43,0.13423979798789,0.364086598587181,0.761803555027913,0.691097369722768,0.594457655629912,0.250737218883606,0.154805125486483,0,0.544736867505236,0.604654609547758,0.0156750514118486,1,0.889031275526215,0.603001319043862,0.791544375271086,FALSE
"44","kenya","KEKR8BFL2022.DTA",2022,476,"region","migori",44,0.137511409363622,0.393719846850964,0.736750633040029,0.806167955954673,0.549092879514114,0.32525673807737,0.125650382408516,0,0.604540504865137,0.53956025223391,0.0324273539903553,0.940407909996358,1,0.602008437476579,0.817112887969342,FALSE
"45","kenya","KEKR8BFL2022.DTA",2022,308,"region","kisii",45,0.162586037663554,0.113121650817497,0.692346888835048,0.758787572862791,0.435840045060921,0.359060345649211,0.205099609289867,0,0.425842159264233,0.044798072974511,0.110983029493884,0.302146971376867,0.241717577101493,0.385243375568017,0.5564311500211,TRUE
"46","kenya","KEKR8BFL2022.DTA",2022,248,"region","nyamira",46,0.0713963892120917,0.157474223911363,0.67241555848985,0.745531268850795,0.236538402041997,0.0811734588411117,0.682288139116891,0,0.337472751605336,0.223000906698405,0.0445791190334188,0.878088122442073,0.702470497953659,0.507156279061588,0.754230434823057,TRUE
"47","kenya","KEKR8BFL2022.DTA",2022,444,"region","nairobi",47,1,0.149541033563126,0.723264113529019,0.632030735812173,0.229233584166512,0.472640625576737,0.298125790256751,0,0.335731093217228,0.0406042867535502,0.0578918075722453,0.518067280546901,0,0.37831115696159,0.523060870690373,FALSE
"48","kenya","KEKR8BFL2022.DTA",2022,18836,"country","kenya",NA,0.374110315201412,0.171156088746362,0.692223565289872,0.820940779543603,0.480293794051687,0.286552061521702,0.229323942016358,0.00383020241025288,0.431281976435645,0.223000906698405,0.0445791190334188,0.829215094948842,0.86480674955901,0.538296947865563,0.777634531468382,FALSE
